cout_operation,off_market,rendement_brut,apport_banque_taux,taux_interet,annees_emprunt,loyer_mensuel,ecart_au_loyer_moyen,cash_flow_annuel,cash_flow_annuel_apport_total_inclu,doit_payer_impot,loyer_annuel_percu,charges_annuel,taux_occupation,apport_total,ecart_prix_m2_prix_moyen_avant,ecart_prix_m2_prix_moyen_apres,prix_m2_avant,prix_m2_apres,ecart_aux_charges_copro_moyen
75711.875,True,0.12814370268864694,0.1,0.017,20,808.5000000000001,0.65,15.611275000000205,-852.8574749999998,False,6791.400000000001,6775.788725,0.7,17369.375,-0.5,-0.3070429329474192,1036.5,1436.5,-0.15000000000000002
82071.6725,False,0.11821374786775549,0.1,0.017,20,808.5000000000001,0.65,15.611275000000205,-1170.84735,False,6791.400000000001,6775.788725,0.7,23729.1725,-0.5,-0.3070429329474192,1036.5,1436.5,-0.15000000000000002
75711.875,True,0.12814370268864694,0.1,0.018000000000000002,20,808.5000000000001,0.65,177.69415000000026,-690.7745999999997,False,6791.400000000001,6613.70585,0.7,17369.375,-0.5,-0.3070429329474192,1036.5,1436.5,-0.3
82071.6725,False,0.11821374786775549,0.1,0.018000000000000002,20,808.5000000000001,0.65,177.69415000000026,-1008.764475,False,6791.400000000001,6613.70585,0.7,23729.1725,-0.5,-0.3070429329474192,1036.5,1436.5,-0.3
75711.875,True,0.12814370268864694,0.1,0.018000000000000002,20,808.5000000000001,0.65,122.69415000000026,-745.7745999999997,False,6791.400000000001,6668.70585,0.7,17369.375,-0.5,-0.3070429329474192,1036.5,1436.5,-0.25
82071.6725,False,0.11821374786775549,0.1,0.018000000000000002,20,808.5000000000001,0.65,122.69415000000026,-1063.764475,False,6791.400000000001,6668.70585,0.7,23729.1725,-0.5,-0.3070429329474192,1036.5,1436.5,-0.25
75711.875,True,0.12814370268864694,0.1,0.018000000000000002,20,808.5000000000001,0.65,67.69415000000026,-800.7745999999997,False,6791.400000000001,6723.70585,0.7,17369.375,-0.5,-0.3070429329474192,1036.5,1436.5,-0.2
82071.6725,False,0.11821374786775549,0.1,0.018000000000000002,20,808.5000000000001,0.65,67.69415000000026,-1118.764475,False,6791.400000000001,6723.70585,0.7,23729.1725,-0.5,-0.3070429329474192,1036.5,1436.5,-0.2
75711.875,True,0.12814370268864694,0.1,0.018000000000000002,20,808.5000000000001,0.65,12.694150000000263,-855.7745999999997,False,6791.400000000001,6778.70585,0.7,17369.375,-0.5,-0.3070429329474192,1036.5,1436.5,-0.15000000000000002
82071.6725,False,0.11821374786775549,0.1,0.018000000000000002,20,808.5000000000001,0.65,12.694150000000263,-1173.764475,False,6791.400000000001,6778.70585,0.7,23729.1725,-0.5,-0.3070429329474192,1036.5,1436.5,-0.15000000000000002
75711.875,True,0.12814370268864694,0.1,0.019000000000000003,20,808.5000000000001,0.65,174.77702500000032,-693.6917249999997,False,6791.400000000001,6616.622975,0.7,17369.375,-0.5,-0.3070429329474192,1036.5,1436.5,-0.3
82071.6725,False,0.11821374786775549,0.1,0.019000000000000003,20,808.5000000000001,0.65,174.77702500000032,-1011.6815999999999,False,6791.400000000001,6616.622975,0.7,23729.1725,-0.5,-0.3070429329474192,1036.5,1436.5,-0.3
75711.875,True,0.12814370268864694,0.1,0.019000000000000003,20,808.5000000000001,0.65,119.77702500000032,-748.6917249999997,False,6791.400000000001,6671.622975,0.7,17369.375,-0.5,-0.3070429329474192,1036.5,1436.5,-0.25
82071.6725,False,0.11821374786775549,0.1,0.019000000000000003,20,808.5000000000001,0.65,119.77702500000032,-1066.6816,False,6791.400000000001,6671.622975,0.7,23729.1725,-0.5,-0.3070429329474192,1036.5,1436.5,-0.25
75711.875,True,0.12814370268864694,0.1,0.019000000000000003,20,808.5000000000001,0.65,64.77702500000032,-803.6917249999997,False,6791.400000000001,6726.622975,0.7,17369.375,-0.5,-0.3070429329474192,1036.5,1436.5,-0.2
82071.6725,False,0.11821374786775549,0.1,0.019000000000000003,20,808.5000000000001,0.65,64.77702500000032,-1121.6816,False,6791.400000000001,6726.622975,0.7,23729.1725,-0.5,-0.3070429329474192,1036.5,1436.5,-0.2
75711.875,True,0.12814370268864694,0.1,0.019000000000000003,20,808.5000000000001,0.65,9.777025000000322,-858.6917249999997,False,6791.400000000001,6781.622975,0.7,17369.375,-0.5,-0.3070429329474192,1036.5,1436.5,-0.15000000000000002
82071.6725,False,0.11821374786775549,0.1,0.019000000000000003,20,808.5000000000001,0.65,9.777025000000322,-1176.6816,False,6791.400000000001,6781.622975,0.7,23729.1725,-0.5,-0.3070429329474192,1036.5,1436.5,-0.15000000000000002
75711.875,True,0.12814370268864694,0.1,0.020000000000000004,20,808.5000000000001,0.65,171.85990000000038,-696.6088499999996,False,6791.400000000001,6619.5401,0.7,17369.375,-0.5,-0.3070429329474192,1036.5,1436.5,-0.3
82071.6725,False,0.11821374786775549,0.1,0.020000000000000004,20,808.5000000000001,0.65,171.85990000000038,-1014.5987249999998,False,6791.400000000001,6619.5401,0.7,23729.1725,-0.5,-0.3070429329474192,1036.5,1436.5,-0.3
75711.875,True,0.12814370268864694,0.1,0.020000000000000004,20,808.5000000000001,0.65,116.85990000000038,-751.6088499999996,False,6791.400000000001,6674.5401,0.7,17369.375,-0.5,-0.3070429329474192,1036.5,1436.5,-0.25
82071.6725,False,0.11821374786775549,0.1,0.020000000000000004,20,808.5000000000001,0.65,116.85990000000038,-1069.5987249999998,False,6791.400000000001,6674.5401,0.7,23729.1725,-0.5,-0.3070429329474192,1036.5,1436.5,-0.25
75711.875,True,0.12814370268864694,0.1,0.020000000000000004,20,808.5000000000001,0.65,61.85990000000038,-806.6088499999996,False,6791.400000000001,6729.5401,0.7,17369.375,-0.5,-0.3070429329474192,1036.5,1436.5,-0.2
82071.6725,False,0.11821374786775549,0.1,0.020000000000000004,20,808.5000000000001,0.65,61.85990000000038,-1124.5987249999998,False,6791.400000000001,6729.5401,0.7,23729.1725,-0.5,-0.3070429329474192,1036.5,1436.5,-0.2
75711.875,True,0.12814370268864694,0.1,0.020000000000000004,20,808.5000000000001,0.65,6.85990000000038,-861.6088499999996,False,6791.400000000001,6784.5401,0.7,17369.375,-0.5,-0.3070429329474192,1036.5,1436.5,-0.15000000000000002
82071.6725,False,0.11821374786775549,0.1,0.020000000000000004,20,808.5000000000001,0.65,6.85990000000038,-1179.5987249999998,False,6791.400000000001,6784.5401,0.7,23729.1725,-0.5,-0.3070429329474192,1036.5,1436.5,-0.15000000000000002
75711.875,True,0.11261113266578066,0.1,0.015,20,710.5000000000001,0.45000000000000007,61.55432500000097,-806.914424999999,False,6394.500000000002,6332.945675000001,0.75,17369.375,-0.5,-0.3070429329474192,1036.5,1436.5,-0.3
82071.6725,False,0.10388480873226998,0.1,0.015,20,710.5000000000001,0.45000000000000007,61.55432500000097,-1124.9042999999992,False,6394.500000000002,6332.945675000001,0.75,23729.1725,-0.5,-0.3070429329474192,1036.5,1436.5,-0.3
75711.875,True,0.11261113266578066,0.1,0.015,20,710.5000000000001,0.45000000000000007,6.554325000000972,-861.914424999999,False,6394.500000000002,6387.945675000001,0.75,17369.375,-0.5,-0.3070429329474192,1036.5,1436.5,-0.25
82071.6725,False,0.10388480873226998,0.1,0.015,20,710.5000000000001,0.45000000000000007,6.554325000000972,-1179.9042999999992,False,6394.500000000002,6387.945675000001,0.75,23729.1725,-0.5,-0.3070429329474192,1036.5,1436.5,-0.25
75711.875,True,0.11261113266578066,0.1,0.016,20,710.5000000000001,0.45000000000000007,58.63720000000103,-809.831549999999,False,6394.500000000002,6335.862800000001,0.75,17369.375,-0.5,-0.3070429329474192,1036.5,1436.5,-0.3
82071.6725,False,0.10388480873226998,0.1,0.016,20,710.5000000000001,0.45000000000000007,58.63720000000103,-1127.8214249999992,False,6394.500000000002,6335.862800000001,0.75,23729.1725,-0.5,-0.3070429329474192,1036.5,1436.5,-0.3
75711.875,True,0.11261113266578066,0.1,0.016,20,710.5000000000001,0.45000000000000007,3.6372000000010303,-864.831549999999,False,6394.500000000002,6390.862800000001,0.75,17369.375,-0.5,-0.3070429329474192,1036.5,1436.5,-0.25
82071.6725,False,0.10388480873226998,0.1,0.016,20,710.5000000000001,0.45000000000000007,3.6372000000010303,-1182.8214249999992,False,6394.500000000002,6390.862800000001,0.75,23729.1725,-0.5,-0.3070429329474192,1036.5,1436.5,-0.25
75711.875,True,0.11261113266578066,0.1,0.017,20,710.5000000000001,0.45000000000000007,55.72007500000109,-812.7486749999989,False,6394.500000000002,6338.779925000001,0.75,17369.375,-0.5,-0.3070429329474192,1036.5,1436.5,-0.3
82071.6725,False,0.10388480873226998,0.1,0.017,20,710.5000000000001,0.45000000000000007,55.72007500000109,-1130.7385499999991,False,6394.500000000002,6338.779925000001,0.75,23729.1725,-0.5,-0.3070429329474192,1036.5,1436.5,-0.3
75711.875,True,0.11261113266578066,0.1,0.017,20,710.5000000000001,0.45000000000000007,0.7200750000010885,-867.7486749999989,False,6394.500000000002,6393.779925000001,0.75,17369.375,-0.5,-0.3070429329474192,1036.5,1436.5,-0.25
82071.6725,False,0.10388480873226998,0.1,0.017,20,710.5000000000001,0.45000000000000007,0.7200750000010885,-1185.7385499999991,False,6394.500000000002,6393.779925000001,0.75,23729.1725,-0.5,-0.3070429329474192,1036.5,1436.5,-0.25
75711.875,True,0.11261113266578066,0.1,0.018000000000000002,20,710.5000000000001,0.45000000000000007,52.80295000000115,-815.6657999999989,False,6394.500000000002,6341.697050000001,0.75,17369.375,-0.5,-0.3070429329474192,1036.5,1436.5,-0.3
82071.6725,False,0.10388480873226998,0.1,0.018000000000000002,20,710.5000000000001,0.45000000000000007,52.80295000000115,-1133.655674999999,False,6394.500000000002,6341.697050000001,0.75,23729.1725,-0.5,-0.3070429329474192,1036.5,1436.5,-0.3
75711.875,True,0.11261113266578066,0.1,0.019000000000000003,20,710.5000000000001,0.45000000000000007,49.885825000001205,-818.5829249999988,False,6394.500000000002,6344.614175000001,0.75,17369.375,-0.5,-0.3070429329474192,1036.5,1436.5,-0.3
82071.6725,False,0.10388480873226998,0.1,0.019000000000000003,20,710.5000000000001,0.45000000000000007,49.885825000001205,-1136.572799999999,False,6394.500000000002,6344.614175000001,0.75,23729.1725,-0.5,-0.3070429329474192,1036.5,1436.5,-0.3
75711.875,True,0.11261113266578066,0.1,0.020000000000000004,20,710.5000000000001,0.45000000000000007,46.96870000000126,-821.5000499999987,False,6394.500000000002,6347.531300000001,0.75,17369.375,-0.5,-0.3070429329474192,1036.5,1436.5,-0.3
82071.6725,False,0.10388480873226998,0.1,0.020000000000000004,20,710.5000000000001,0.45000000000000007,46.96870000000126,-1139.489924999999,False,6394.500000000002,6347.531300000001,0.75,23729.1725,-0.5,-0.3070429329474192,1036.5,1436.5,-0.3
75711.875,True,0.1164942751714972,0.1,0.015,20,735.0,0.5000000000000001,214.05212500000016,-654.4166249999998,False,6615.0,6400.947875,0.75,17369.375,-0.5,-0.3070429329474192,1036.5,1436.5,-0.3
82071.6725,False,0.10746704351614134,0.1,0.015,20,735.0,0.5000000000000001,214.05212500000016,-972.4065,False,6615.0,6400.947875,0.75,23729.1725,-0.5,-0.3070429329474192,1036.5,1436.5,-0.3
75711.875,True,0.1164942751714972,0.1,0.015,20,735.0,0.5000000000000001,159.05212500000016,-709.4166249999998,False,6615.0,6455.947875,0.75,17369.375,-0.5,-0.3070429329474192,1036.5,1436.5,-0.25
82071.6725,False,0.10746704351614134,0.1,0.015,20,735.0,0.5000000000000001,159.05212500000016,-1027.4065,False,6615.0,6455.947875,0.75,23729.1725,-0.5,-0.3070429329474192,1036.5,1436.5,-0.25
75711.875,True,0.1164942751714972,0.1,0.015,20,735.0,0.5000000000000001,104.05212500000016,-764.4166249999998,False,6615.0,6510.947875,0.75,17369.375,-0.5,-0.3070429329474192,1036.5,1436.5,-0.2
82071.6725,False,0.10746704351614134,0.1,0.015,20,735.0,0.5000000000000001,104.05212500000016,-1082.4065,False,6615.0,6510.947875,0.75,23729.1725,-0.5,-0.3070429329474192,1036.5,1436.5,-0.2
75711.875,True,0.1164942751714972,0.1,0.015,20,735.0,0.5000000000000001,49.05212500000016,-819.4166249999998,False,6615.0,6565.947875,0.75,17369.375,-0.5,-0.3070429329474192,1036.5,1436.5,-0.15000000000000002
82071.6725,False,0.10746704351614134,0.1,0.015,20,735.0,0.5000000000000001,49.05212500000016,-1137.4065,False,6615.0,6565.947875,0.75,23729.1725,-0.5,-0.3070429329474192,1036.5,1436.5,-0.15000000000000002
75711.875,True,0.1164942751714972,0.1,0.016,20,735.0,0.5000000000000001,211.13500000000022,-657.3337499999998,False,6615.0,6403.865,0.75,17369.375,-0.5,-0.3070429329474192,1036.5,1436.5,-0.3
82071.6725,False,0.10746704351614134,0.1,0.016,20,735.0,0.5000000000000001,211.13500000000022,-975.323625,False,6615.0,6403.865,0.75,23729.1725,-0.5,-0.3070429329474192,1036.5,1436.5,-0.3
75711.875,True,0.1164942751714972,0.1,0.016,20,735.0,0.5000000000000001,156.13500000000022,-712.3337499999998,False,6615.0,6458.865,0.75,17369.375,-0.5,-0.3070429329474192,1036.5,1436.5,-0.25
82071.6725,False,0.10746704351614134,0.1,0.016,20,735.0,0.5000000000000001,156.13500000000022,-1030.323625,False,6615.0,6458.865,0.75,23729.1725,-0.5,-0.3070429329474192,1036.5,1436.5,-0.25
75711.875,True,0.1164942751714972,0.1,0.016,20,735.0,0.5000000000000001,101.13500000000022,-767.3337499999998,False,6615.0,6513.865,0.75,17369.375,-0.5,-0.3070429329474192,1036.5,1436.5,-0.2
82071.6725,False,0.10746704351614134,0.1,0.016,20,735.0,0.5000000000000001,101.13500000000022,-1085.323625,False,6615.0,6513.865,0.75,23729.1725,-0.5,-0.3070429329474192,1036.5,1436.5,-0.2
75711.875,True,0.1164942751714972,0.1,0.016,20,735.0,0.5000000000000001,46.13500000000022,-822.3337499999998,False,6615.0,6568.865,0.75,17369.375,-0.5,-0.3070429329474192,1036.5,1436.5,-0.15000000000000002
82071.6725,False,0.10746704351614134,0.1,0.016,20,735.0,0.5000000000000001,46.13500000000022,-1140.323625,False,6615.0,6568.865,0.75,23729.1725,-0.5,-0.3070429329474192,1036.5,1436.5,-0.15000000000000002
75711.875,True,0.1164942751714972,0.1,0.017,20,735.0,0.5000000000000001,208.21787500000028,-660.2508749999997,False,6615.0,6406.782125,0.75,17369.375,-0.5,-0.3070429329474192,1036.5,1436.5,-0.3
82071.6725,False,0.10746704351614134,0.1,0.017,20,735.0,0.5000000000000001,208.21787500000028,-978.2407499999999,False,6615.0,6406.782125,0.75,23729.1725,-0.5,-0.3070429329474192,1036.5,1436.5,-0.3
75711.875,True,0.1164942751714972,0.1,0.017,20,735.0,0.5000000000000001,153.21787500000028,-715.2508749999997,False,6615.0,6461.782125,0.75,17369.375,-0.5,-0.3070429329474192,1036.5,1436.5,-0.25
82071.6725,False,0.10746704351614134,0.1,0.017,20,735.0,0.5000000000000001,153.21787500000028,-1033.24075,False,6615.0,6461.782125,0.75,23729.1725,-0.5,-0.3070429329474192,1036.5,1436.5,-0.25
75711.875,True,0.1164942751714972,0.1,0.017,20,735.0,0.5000000000000001,98.21787500000028,-770.2508749999997,False,6615.0,6516.782125,0.75,17369.375,-0.5,-0.3070429329474192,1036.5,1436.5,-0.2
82071.6725,False,0.10746704351614134,0.1,0.017,20,735.0,0.5000000000000001,98.21787500000028,-1088.24075,False,6615.0,6516.782125,0.75,23729.1725,-0.5,-0.3070429329474192,1036.5,1436.5,-0.2
75711.875,True,0.1164942751714972,0.1,0.017,20,735.0,0.5000000000000001,43.21787500000028,-825.2508749999997,False,6615.0,6571.782125,0.75,17369.375,-0.5,-0.3070429329474192,1036.5,1436.5,-0.15000000000000002
82071.6725,False,0.10746704351614134,0.1,0.017,20,735.0,0.5000000000000001,43.21787500000028,-1143.24075,False,6615.0,6571.782125,0.75,23729.1725,-0.5,-0.3070429329474192,1036.5,1436.5,-0.15000000000000002
75711.875,True,0.1164942751714972,0.1,0.018000000000000002,20,735.0,0.5000000000000001,205.30075000000033,-663.1679999999997,False,6615.0,6409.69925,0.75,17369.375,-0.5,-0.3070429329474192,1036.5,1436.5,-0.3
82071.6725,False,0.10746704351614134,0.1,0.018000000000000002,20,735.0,0.5000000000000001,205.30075000000033,-981.1578749999999,False,6615.0,6409.69925,0.75,23729.1725,-0.5,-0.3070429329474192,1036.5,1436.5,-0.3
75711.875,True,0.1164942751714972,0.1,0.018000000000000002,20,735.0,0.5000000000000001,150.30075000000033,-718.1679999999997,False,6615.0,6464.69925,0.75,17369.375,-0.5,-0.3070429329474192,1036.5,1436.5,-0.25
82071.6725,False,0.10746704351614134,0.1,0.018000000000000002,20,735.0,0.5000000000000001,150.30075000000033,-1036.1578749999999,False,6615.0,6464.69925,0.75,23729.1725,-0.5,-0.3070429329474192,1036.5,1436.5,-0.25
75711.875,True,0.1164942751714972,0.1,0.018000000000000002,20,735.0,0.5000000000000001,95.30075000000033,-773.1679999999997,False,6615.0,6519.69925,0.75,17369.375,-0.5,-0.3070429329474192,1036.5,1436.5,-0.2
82071.6725,False,0.10746704351614134,0.1,0.018000000000000002,20,735.0,0.5000000000000001,95.30075000000033,-1091.1578749999999,False,6615.0,6519.69925,0.75,23729.1725,-0.5,-0.3070429329474192,1036.5,1436.5,-0.2
75711.875,True,0.1164942751714972,0.1,0.018000000000000002,20,735.0,0.5000000000000001,40.300750000000335,-828.1679999999997,False,6615.0,6574.69925,0.75,17369.375,-0.5,-0.3070429329474192,1036.5,1436.5,-0.15000000000000002
82071.6725,False,0.10746704351614134,0.1,0.018000000000000002,20,735.0,0.5000000000000001,40.300750000000335,-1146.1578749999999,False,6615.0,6574.69925,0.75,23729.1725,-0.5,-0.3070429329474192,1036.5,1436.5,-0.15000000000000002
75711.875,True,0.1164942751714972,0.1,0.019000000000000003,20,735.0,0.5000000000000001,202.3836250000004,-666.0851249999996,False,6615.0,6412.616375,0.75,17369.375,-0.5,-0.3070429329474192,1036.5,1436.5,-0.3
82071.6725,False,0.10746704351614134,0.1,0.019000000000000003,20,735.0,0.5000000000000001,202.3836250000004,-984.0749999999998,False,6615.0,6412.616375,0.75,23729.1725,-0.5,-0.3070429329474192,1036.5,1436.5,-0.3
75711.875,True,0.1164942751714972,0.1,0.019000000000000003,20,735.0,0.5000000000000001,147.3836250000004,-721.0851249999996,False,6615.0,6467.616375,0.75,17369.375,-0.5,-0.3070429329474192,1036.5,1436.5,-0.25
82071.6725,False,0.10746704351614134,0.1,0.019000000000000003,20,735.0,0.5000000000000001,147.3836250000004,-1039.0749999999998,False,6615.0,6467.616375,0.75,23729.1725,-0.5,-0.3070429329474192,1036.5,1436.5,-0.25
75711.875,True,0.1164942751714972,0.1,0.019000000000000003,20,735.0,0.5000000000000001,92.3836250000004,-776.0851249999996,False,6615.0,6522.616375,0.75,17369.375,-0.5,-0.3070429329474192,1036.5,1436.5,-0.2
82071.6725,False,0.10746704351614134,0.1,0.019000000000000003,20,735.0,0.5000000000000001,92.3836250000004,-1094.0749999999998,False,6615.0,6522.616375,0.75,23729.1725,-0.5,-0.3070429329474192,1036.5,1436.5,-0.2
